Year,Value,Source,Notes,ISO3,Country,Item
1990,42.3045163734358,733,"6432,6495",GRD,Grenada,"Agriculture, hunting, forestry and fishing"
1990,45.2319362349044,733,"6432,6495",KNA,Saint Kitts and Nevis,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,27.4027686927445,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Manufacturing
1990,51.3922257433525,733,"6432,6495",GUY,Guyana,Construction
1990,254.974555445103,733,"6432,6495",KNA,Saint Kitts and Nevis,Gross domestic product (GDP)
1990,79.6265049920981,733,"6432,6495",GRD,Grenada,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,528.961490093528,733,"6432,6495",ATG,Antigua and Barbuda,Total value added
1990,461.258014063049,733,"6432,6495",CUB,Cuba,"Electricity, gas and water supply"
1990,36.9247737846034,733,"6495,6432",DMA,Dominica,"Financial intermediation, real estate, renting and business activities"
1990,301.04395553497,733,"6432,6495",BRB,Barbados,"Wholesale and retail trade, and repair of goods"
1990,104.493012536273,733,"6432,6495",TTO,Trinidad and Tobago,"Agriculture, hunting, forestry and fishing"
1990,4271.22831507268,733,"6432,6495",HTI,Haiti,Gross domestic product (GDP)
1990,1412.53278081637,733,"6432,6495",BHS,Bahamas,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,8.90956162298073,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Electricity, gas and water supply"
1990,372.670965189873,733,"6432,6495",BRB,Barbados,Manufacturing
1990,786.015457449102,733,"6432,6495",BRB,Barbados,"Financial intermediation, real estate, renting and business activities"
1990,1744.09544372489,733,"6495,6432",SUR,Suriname,Gross domestic product (GDP)
1990,20.8560429102225,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Construction
1990,1860.73440951215,733,"6432,6495",CUB,Cuba,"Financial intermediation, real estate, renting and business activities"
1990,11349.2578424528,733,"6432,6495",CUB,Cuba,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,8.8655,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Statistical discrepancy of GDP by economic activity
1990,125.527098456037,733,"6432,6495",BHS,Bahamas,"Agriculture, hunting, forestry and fishing"
1990,633.605203885964,733,"6432,6495",JAM,Jamaica,"Agriculture, hunting, forestry and fishing"
1990,5.78176726603072,733,"6432,6495",ATG,Antigua and Barbuda,Financial intermediation services indirectly measured (FISIM)
1990,15650.650759026,733,"6432,6495",DOM,Dominican Republic,Gross domestic product (GDP)
1990,128.12860020141,733,"6432,6495",BRB,Barbados,Construction
1990,32.0331721191942,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,239.702783770904,733,"6432,6495",SUR,Suriname,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,25.3311455110708,733,"6432,6495",ATG,Antigua and Barbuda,Post and telecommunications
1990,59.6651,733,"6432,6495",TTO,Trinidad and Tobago,Statistical discrepancy of GDP by economic activity
1990,16.4655885311032,733,"6432,6495",BLZ,Belize,"Electricity, gas and water supply"
1990,93.7419056337389,733,"6432,6495",ATG,Antigua and Barbuda,Hotels and restaurants
1990,63.1604535398017,733,"6495,6432",GRD,Grenada,"Financial intermediation, real estate, renting and business activities"
1990,44.4576270815094,733,"6432,6495",KNA,Saint Kitts and Nevis,Construction
1990,26.235605608868,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Wholesale and retail trade, and repair of goods"
1990,619.97135332743,733,"6432,6495",ATG,Antigua and Barbuda,Gross domestic product (GDP)
1990,1112.1655264063,733,"6432,6495",DOM,Dominican Republic,Construction
1990,67.9556025632891,733,"6432,6495",GUY,Guyana,"Transport, storage and communications"
1990,77.5344846521162,733,"6432,6495",LCA,Saint Lucia,"Agriculture, hunting, forestry and fishing"
1990,143.89591983703,733,"6432,6495",SUR,Suriname,"Financial intermediation, real estate, renting and business activities"
1990,6.1070890199873,733,"6432,6495",GRD,Grenada,Post and telecommunications
1990,295.979536241335,733,"6432,6495",JAM,Jamaica,Mining and quarrying
1990,8.08670875547989,733,"6432,6495",DMA,Dominica,"Electricity, gas and water supply"
1990,62.3323263169439,733,"6432,6495",DOM,Dominican Republic,Post and telecommunications
1990,6.03289998965784,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Hotels and restaurants
1990,1.31100028999638,733,"6432,6495",LCA,Saint Lucia,Mining and quarrying
1990,53.1194300456939,733,"6432,6495",SUR,Suriname,"Transport, storage and communications"
1990,35.845842231068,733,"6432,6495",GRD,Grenada,"Transport, storage and communications"
1990,27.8278821322963,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Transport, storage and communications"
1990,230.6858,733,"6432,6495",SUR,Suriname,Statistical discrepancy of GDP by economic activity
1990,35.6172986863858,733,"6432,6495",GRD,Grenada,Transport and supporting and auxiliary activities
1990,6773.43384157841,733,"6432,6495",TTO,Trinidad and Tobago,Total value added
1990,80.676436746915,733,"6432,6495",BLZ,Belize,Taxes on products less subsidies on products
1990,64.500980060153,733,"6432,6495",BLZ,Belize,"Financial intermediation, real estate, renting and business activities"
1990,12.1652987128213,733,"6432,6495",ATG,Antigua and Barbuda,"Agriculture, hunting, forestry and fishing"
1990,25.3517583641798,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Transport and supporting and auxiliary activities
1990,1146.90906434835,733,"6432,6495",JAM,Jamaica,Manufacturing
1990,5952.42727251657,733,"6432,6495",CUB,Cuba,Manufacturing
1990,992.918664249161,733,"6432,6495",DOM,Dominican Republic,Hotels and restaurants
1990,10.9732182276747,733,"6432,6495",BLZ,Belize,Financial intermediation services indirectly measured (FISIM)
1990,542.934392093088,733,"6432,6495",BLZ,Belize,Gross domestic product (GDP)
1990,1513.40959968949,733,"6432,6495",SUR,Suriname,Total value added
1990,424.635048791091,733,"6432,6495",CUB,Cuba,Taxes on products less subsidies on products
1990,56.1581189041329,733,"6432,6495",BHS,Bahamas,Mining and quarrying
1990,5.01769518281308,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Post and telecommunications
1990,82.9972114093858,733,"6432,6495",GUY,Guyana,"Wholesale and retail trade, and repair of goods"
1990,341.127957180753,733,"6432,6495",BHS,Bahamas,Construction
1990,7.82647443915821,733,"6432,6495",DMA,Dominica,Financial intermediation services indirectly measured (FISIM)
1990,5.77799649483391,733,"6432,6495",ATG,Antigua and Barbuda,Fishing
1990,13.6714181019606,733,"6432,6495",GRD,Grenada,Hotels and restaurants
1990,65.1981547478461,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Financial intermediation, real estate, renting and business activities"
1990,187.705913370018,733,"6432,6495",ATG,Antigua and Barbuda,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,212.208128521027,733,"6432,6495",CUB,Cuba,Mining and quarrying
1990,353.821968533474,733,"6432,6495",SUR,Suriname,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,82.9972114093858,733,"6432,6495",GUY,Guyana,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,129.137071503598,733,"6432,6495",GUY,Guyana,"Agriculture, hunting, forestry and fishing"
1990,54.0332498015821,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,91.7100200975867,733,"6432,6495",ATG,Antigua and Barbuda,"Wholesale and retail trade, and repair of goods"
1990,212.004775323506,733,"6432,6495",JAM,Jamaica,"Electricity, gas and water supply"
1990,20.0637,733,"6495,6432",LCA,Saint Lucia,Statistical discrepancy of GDP by economic activity
1990,111.167259889233,733,"6432,6495",BLZ,Belize,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,74.7382425821617,733,"6432,6495",ATG,Antigua and Barbuda,"Transport, storage and communications"
1990,81.8637031638049,733,"6432,6495",SUR,Suriname,Construction
1990,47.5332918020648,733,"6432,6495",GRD,Grenada,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,475.856332925876,733,"6432,6495",BRB,Barbados,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,2.44205210544389,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Financial intermediation services indirectly measured (FISIM)
1990,1563.76838238522,733,"6432,6495",DOM,Dominican Republic,"Wholesale and retail trade, and repair of goods"
1990,77.5011664334155,733,"6495,6432",ATG,Antigua and Barbuda,"Financial intermediation, real estate, renting and business activities"
1990,49.3675333781052,733,"6432,6495",ATG,Antigua and Barbuda,Transport and supporting and auxiliary activities
1990,24.4020047795839,733,"6432,6495",SUR,Suriname,"Electricity, gas and water supply"
1990,9.14495835858902,733,"6432,6495",GRD,Grenada,"Electricity, gas and water supply"
1990,39.5343814071454,733,"6432,6495",LCA,Saint Lucia,Manufacturing
1990,314.812652426736,733,"6432,6495",SUR,Suriname,Manufacturing
1990,1532.70090797935,733,"6432,6495",DOM,Dominican Republic,"Agriculture, hunting, forestry and fishing"
1990,3.04007337315987,733,"6432,6495",KNA,Saint Kitts and Nevis,"Electricity, gas and water supply"
1990,13.58233549992,733,"6432,6495",LCA,Saint Lucia,"Electricity, gas and water supply"
1990,737.394211140274,733,"6432,6495",BRB,Barbados,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,562.57676211896,733,"6432,6495",LCA,Saint Lucia,Total value added
1990,370.430304538336,733,"6432,6495",GRD,Grenada,Gross domestic product (GDP)
1990,1532.70090797935,733,"6495,6432",DOM,Dominican Republic,"Agriculture, hunting and forestry"
1990,810.5290574687,733,"6432,6495",JAM,Jamaica,Construction
1990,1.10321908030354,733,"6432,6495",GRD,Grenada,Mining and quarrying
1990,42.2983037210917,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Taxes on products less subsidies on products
1990,18.2277955272524,733,"6432,6495",KNA,Saint Kitts and Nevis,Manufacturing
1990,71.8493716961398,733,"6432,6495",SUR,Suriname,Mining and quarrying
1990,463.445905511811,733,"6432,6495",BRB,Barbados,Hotels and restaurants
1990,58.4272810819622,733,"6432,6495",GRD,Grenada,Taxes on products less subsidies on products
1990,76.9194507853177,733,"6432,6495",ATG,Antigua and Barbuda,Taxes on products less subsidies on products
1990,765.645898343814,733,"6432,6495",GUY,Guyana,Total value added
1990,1862.43717307084,733,"6432,6495",JAM,Jamaica,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,25.5585993337424,733,"6432,6495",DMA,Dominica,Taxes on products less subsidies on products
1990,37.9475206460169,733,"6432,6495",GRD,Grenada,"Agriculture, hunting and forestry"
1990,325.806440047034,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Gross domestic product (GDP)
1990,7.3303,733,"6495,6432",KNA,Saint Kitts and Nevis,Statistical discrepancy of GDP by economic activity
1990,229.94176543612,733,"6432,6495",SUR,Suriname,"Agriculture, hunting, forestry and fishing"
1990,3183.72287179948,733,"6432,6495",CUB,Cuba,"Agriculture, hunting, forestry and fishing"
1990,76.254011741683,733,"6495,6432",BRB,Barbados,"Agriculture, hunting, forestry and fishing"
1990,266.325,733,"6432,6495",BRB,Barbados,"Transport, storage and communications"
1990,14.0904,733,"6432,6495",ATG,Antigua and Barbuda,Statistical discrepancy of GDP by economic activity
1990,12.8616991762672,733,"6432,6495",DMA,Dominica,Manufacturing
1990,1244.8538633847,733,"6432,6495",BHS,Bahamas,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,0.761411350102459,733,"6432,6495",KNA,Saint Kitts and Nevis,Mining and quarrying
1990,258.473504753695,733,"6432,6495",DMA,Dominica,Gross domestic product (GDP)
1990,662.848350865648,733,"6432,6495",LCA,Saint Lucia,Gross domestic product (GDP)
1990,1573.0532,733,"6432,6495",JAM,Jamaica,Statistical discrepancy of GDP by economic activity
1990,486.313416313958,733,"6432,6495",JAM,Jamaica,"Transport, storage and communications"
1990,79.3822503323469,733,"6432,6495",DOM,Dominican Republic,Financial intermediation services indirectly measured (FISIM)
1990,274.642653346002,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Total value added
1990,100.753705875329,733,"6432,6495",BHS,Bahamas,"Electricity, gas and water supply"
1990,81.9719,733,"6432,6495",BHS,Bahamas,Statistical discrepancy of GDP by economic activity
1990,65.3715268620244,733,"6432,6495",DMA,Dominica,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,96.756234879601,733,"6432,6495",GUY,Guyana,Mining and quarrying
1990,2718.47784456242,733,"6432,6495",DOM,Dominican Republic,"Financial intermediation, real estate, renting and business activities"
1990,1111.9499337899,733,"6495,6432",DOM,Dominican Republic,Transport and supporting and auxiliary activities
1990,51.3796493667906,733,"6495,6432",LCA,Saint Lucia,Construction
1990,4271.2283,733,"6432,6495",HTI,Haiti,Statistical discrepancy of GDP by economic activity
1990,80.2079032976713,733,"6432,6495",LCA,Saint Lucia,Taxes on products less subsidies on products
1990,15655.3132733071,733,"6432,6495",DOM,Dominican Republic,Total value added
1990,38811.5870752393,733,"6432,6495",CUB,Cuba,Total value added
1990,-14.7909,733,"6432,6495",BLZ,Belize,Statistical discrepancy of GDP by economic activity
1990,33.9549226522394,733,"6432,6495",BHS,Bahamas,Financial intermediation services indirectly measured (FISIM)
1990,307.061911982573,733,"6432,6495",DOM,Dominican Republic,"Electricity, gas and water supply"
1990,35.8122282920926,733,"6432,6495",GUY,Guyana,"Financial intermediation, real estate, renting and business activities"
1990,121.259836316482,733,"6432,6495",BLZ,Belize,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,415.6855,733,"6432,6495",BRB,Barbados,Statistical discrepancy of GDP by economic activity
1990,5.54283172943433,733,"6432,6495",LCA,Saint Lucia,Financial intermediation services indirectly measured (FISIM)
1990,110.90682149315,733,"6432,6495",LCA,Saint Lucia,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,3223.18004047077,733,"6432,6495",DOM,Dominican Republic,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,1135.90164063347,733,"6432,6495",JAM,Jamaica,"Financial intermediation, real estate, renting and business activities"
1990,108.395486346341,733,"6432,6495",DOM,Dominican Republic,Mining and quarrying
1990,92.3445136397393,733,"6432,6495",LCA,Saint Lucia,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,31.5885,733,"6432,6495",GUY,Guyana,Statistical discrepancy of GDP by economic activity
1990,-696.3518,733,"6495,6432",CUB,Cuba,Statistical discrepancy of GDP by economic activity
1990,51.6958345667758,733,"6432,6495",BLZ,Belize,"Agriculture, hunting, forestry and fishing"
1990,1638.86764686841,733,"6432,6495",JAM,Jamaica,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,472.876022723098,733,"6432,6495",BHS,Bahamas,"Transport, storage and communications"
1990,8.36170459480543,733,"6432,6495",DMA,Dominica,Construction
1990,-1.8303,733,"6432,6495",DMA,Dominica,Statistical discrepancy of GDP by economic activity
1990,8322.599141493,733,"6432,6495",CUB,Cuba,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1990,15.6153136559784,733,"6432,6495",ATG,Antigua and Barbuda,"Electricity, gas and water supply"
1990,89.5982198026915,733,"6432,6495",LCA,Saint Lucia,"Financial intermediation, real estate, renting and business activities"
1990,25.1991284807002,733,"6432,6495",DMA,Dominica,"Transport, storage and communications"
1990,3278.28902847972,733,"6432,6495",DOM,Dominican Republic,Manufacturing
1990,36.9301989430748,733,"6432,6495",BLZ,Belize,"Transport, storage and communications"
1990,38539.8703682424,733,"6432,6495",CUB,Cuba,Gross domestic product (GDP)
1990,111.429071314793,733,"6495,6432",GUY,Guyana,Manufacturing
1990,168.221149660717,733,"6432,6495",JAM,Jamaica,Financial intermediation services indirectly measured (FISIM)
1990,5.01359157204289,733,"6432,6495",KNA,Saint Kitts and Nevis,"Agriculture, hunting, forestry and fishing"
1990,54.0762699579517,733,"6432,6495",DMA,Dominica,"Agriculture, hunting, forestry and fishing"
1990,247.644248455619,733,"6432,6495",KNA,Saint Kitts and Nevis,Total value added
1990,29.3474076752378,733,"6432,6495",BLZ,Belize,Construction
1990,28.9779189306292,733,"6432,6495",DMA,Dominica,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1990,91.9281876968446,733,"6432,6495",LCA,Saint Lucia,"Transport, storage and communications"
1990,2.71192124105723,733,"6432,6495",DMA,Dominica,Mining and quarrying
1990,-885.7905,733,"6432,6495",DOM,Dominican Republic,Statistical discrepancy of GDP by economic activity
1990,9627.37957004897,733,"6432,6495",JAM,Jamaica,Gross domestic product (GDP)
1990,-2.1096,733,"6432,6495",GRD,Grenada,Statistical discrepancy of GDP by economic activity
1991,1068.11065422686,733,"6432,6495",JAM,Jamaica,Manufacturing
1991,261.3,733,"6432,6495",BRB,Barbados,"Transport, storage and communications"
1991,9707.87045883901,733,"6432,6495",JAM,Jamaica,Gross domestic product (GDP)
1991,-3.8599,733,"6432,6495",GRD,Grenada,Statistical discrepancy of GDP by economic activity
1991,49.683907423786,733,"6432,6495",ATG,Antigua and Barbuda,Transport and supporting and auxiliary activities
1991,53.8479832387793,733,"6432,6495",BLZ,Belize,Manufacturing
1991,2803.21295147895,733,"6432,6495",BRB,Barbados,Total value added
1991,680.973835907577,733,"6432,6495",TTO,Trinidad and Tobago,"Financial intermediation, real estate, renting and business activities"
1991,-1011.6501,733,"6432,6495",DOM,Dominican Republic,Statistical discrepancy of GDP by economic activity
1991,341.167911186811,733,"6432,6495",TTO,Trinidad and Tobago,"Transport, storage and communications"
1991,61.5209339330149,733,"6432,6495",KNA,Saint Kitts and Nevis,"Financial intermediation, real estate, renting and business activities"
1991,2.27451458927381,733,"6432,6495",DMA,Dominica,Mining and quarrying
1991,92.2446655588456,733,"6432,6495",LCA,Saint Lucia,"Transport, storage and communications"
1991,31.6101581383991,733,"6432,6495",BLZ,Belize,Construction
1991,30.4059888573953,733,"6432,6495",DMA,Dominica,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1991,33.9612228937034,733,"6432,6495",GRD,Grenada,"Wholesale and retail trade, and repair of goods"
1991,3190.16891498447,733,"6432,6495",BRB,Barbados,Gross domestic product (GDP)
1991,53.7839657960168,733,"6432,6495",DMA,Dominica,"Agriculture, hunting, forestry and fishing"
1991,1531.55985249953,733,"6432,6495",TTO,Trinidad and Tobago,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1991,189.594297004508,733,"6432,6495",JAM,Jamaica,Financial intermediation services indirectly measured (FISIM)
1991,3.86646749932204,733,"6432,6495",GRD,Grenada,Financial intermediation services indirectly measured (FISIM)
1991,997.578317424022,733,"6432,6495",TTO,Trinidad and Tobago,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1991,5347.65804928094,733,"6432,6495",BHS,Bahamas,Gross domestic product (GDP)
1991,34418.9186511793,733,"6432,6495",CUB,Cuba,Gross domestic product (GDP)
1991,3364.17238795899,733,"6432,6495",DOM,Dominican Republic,Manufacturing
1991,5.7184258128245,733,"6432,6495",KNA,Saint Kitts and Nevis,"Agriculture, hunting, forestry and fishing"
1991,26.6739938600054,733,"6432,6495",DMA,Dominica,"Transport, storage and communications"
1991,99.6018276079196,733,"6432,6495",ATG,Antigua and Barbuda,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1991,54.7753533955057,733,"6432,6495",ATG,Antigua and Barbuda,Construction
1991,123.508103435638,733,"6432,6495",GUY,Guyana,Manufacturing
1991,11.703085353005,733,"6432,6495",GRD,Grenada,Manufacturing
1991,60.2641891311739,733,"6432,6495",KNA,Saint Kitts and Nevis,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1991,8186.71373998999,733,"6432,6495",CUB,Cuba,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1991,91.4161546972389,733,"6432,6495",LCA,Saint Lucia,"Financial intermediation, real estate, renting and business activities"
1991,5.43698916750024,733,"6432,6495",GRD,Grenada,Fishing
1991,-4.0484,733,"6432,6495",DMA,Dominica,Statistical discrepancy of GDP by economic activity
1991,252.408611465363,733,"6432,6495",KNA,Saint Kitts and Nevis,Total value added
1991,16.217850077853,733,"6432,6495",ATG,Antigua and Barbuda,"Electricity, gas and water supply"
1991,242.000684361985,733,"6432,6495",DMA,Dominica,Total value added
1991,285.238711790766,733,"6432,6495",TTO,Trinidad and Tobago,Financial intermediation services indirectly measured (FISIM)
1991,3.83081469761721,733,"6432,6495",BLZ,Belize,Mining and quarrying
1991,473.242932464514,733,"6495,6432",TTO,Trinidad and Tobago,Construction
1991,8.5099617684722,733,"6432,6495",DMA,Dominica,Construction
1991,489.956555003989,733,"6432,6495",BLZ,Belize,Total value added
1991,60.2544850735917,733,"6495,6432",TTO,Trinidad and Tobago,"Electricity, gas and water supply"
1991,1621.02674123561,733,"6432,6495",JAM,Jamaica,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1991,54.096400678549,733,"6495,6432",BLZ,Belize,"Agriculture, hunting, forestry and fishing"
1991,45.8759178182072,733,"6432,6495",GRD,Grenada,Taxes on products less subsidies on products
1991,-499.3177,733,"6432,6495",CUB,Cuba,Statistical discrepancy of GDP by economic activity
1991,254.482114127406,733,"6432,6495",TTO,Trinidad and Tobago,Taxes on products less subsidies on products
1991,414.713375409883,733,"6432,6495",BHS,Bahamas,"Transport, storage and communications"
1991,14.1315489515888,733,"6432,6495",ATG,Antigua and Barbuda,Manufacturing
1991,31.4391,733,"6432,6495",GUY,Guyana,Statistical discrepancy of GDP by economic activity
1991,2561.91888364473,733,"6432,6495",CUB,Cuba,"Transport, storage and communications"
1991,94.6628105056156,733,"6432,6495",LCA,Saint Lucia,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1991,4.60805144232654,733,"6432,6495",ATG,Antigua and Barbuda,Mining and quarrying
1991,101.14174005901,733,"6432,6495",BHS,Bahamas,"Electricity, gas and water supply"
1991,386.956,733,"6432,6495",BRB,Barbados,Statistical discrepancy of GDP by economic activity
1991,212.787497884852,733,"6432,6495",BHS,Bahamas,Taxes on products less subsidies on products
1991,64.5688343031857,733,"6432,6495",BHS,Bahamas,Financial intermediation services indirectly measured (FISIM)
1991,101.951780724775,733,"6432,6495",DOM,Dominican Republic,Mining and quarrying
1991,323.360157672355,733,"6432,6495",GRD,Grenada,Total value added
1991,1280.83877805775,733,"6432,6495",JAM,Jamaica,"Financial intermediation, real estate, renting and business activities"
1991,999.565871259246,733,"6432,6495",DOM,Dominican Republic,Taxes on products less subsidies on products
1991,15810.4988687701,733,"6432,6495",DOM,Dominican Republic,Total value added
1991,3176.35418031865,733,"6432,6495",DOM,Dominican Republic,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1991,114.852459018471,733,"6432,6495",LCA,Saint Lucia,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1991,4862.38113907892,733,"6432,6495",BHS,Bahamas,Total value added
1991,7270.55908761941,733,"6432,6495",TTO,Trinidad and Tobago,Gross domestic product (GDP)
1991,117.401673532255,733,"6432,6495",GUY,Guyana,Mining and quarrying
