month,national
1978-06-01 00:00:00,23.90
1978-07-01 00:00:00,33.40
1978-08-01 00:00:00,3.90
1978-09-01 00:00:00,8.70
1978-10-01 00:00:00,25.50
1978-11-01 00:00:00,11.30
1978-12-01 00:00:00,47.80
1979-01-01 00:00:00,80.30
1979-02-01 00:00:00,4.40
1979-03-01 00:00:00,4.70
1979-04-01 00:00:00,10.00
1979-05-01 00:00:00,18.90
1979-06-01 00:00:00,19.20
1979-07-01 00:00:00,16.30
1979-08-01 00:00:00,8.80
1979-09-01 00:00:00,6.10
1979-10-01 00:00:00,52.70
1979-11-01 00:00:00,17.60
1979-12-01 00:00:00,3.70
1980-01-01 00:00:00,27.20
1980-02-01 00:00:00,17.60
1980-03-01 00:00:00,27.70
1980-04-01 00:00:00,46.30
1980-05-01 00:00:00,100.60
1980-06-01 00:00:00,24.60
1980-07-01 00:00:00,10.30
1980-08-01 00:00:00,23.70
1980-09-01 00:00:00,22.00
1980-10-01 00:00:00,80.60
1980-11-01 00:00:00,25.30
1980-12-01 00:00:00,24.70
1981-01-01 00:00:00,28.90
1981-02-01 00:00:00,50.20
1981-03-01 00:00:00,7.60
1981-04-01 00:00:00,0.70
1981-05-01 00:00:00,27.10
1981-06-01 00:00:00,21.60
1981-07-01 00:00:00,25.80
1981-08-01 00:00:00,11.40
1981-09-01 00:00:00,15.10
1981-10-01 00:00:00,73.60
1981-11-01 00:00:00,4.60
1981-12-01 00:00:00,2.20
1982-01-01 00:00:00,25.40
1982-02-01 00:00:00,6.60
1982-03-01 00:00:00,5.00
1982-04-01 00:00:00,11.40
1982-05-01 00:00:00,24.80
1982-06-01 00:00:00,28.90
1982-07-01 00:00:00,16.00
1982-08-01 00:00:00,27.00
1982-09-01 00:00:00,23.50
1982-10-01 00:00:00,21.80
1982-11-01 00:00:00,80.90
1982-12-01 00:00:00,52.30
1983-01-01 00:00:00,44.00
1983-02-01 00:00:00,13.10
1983-03-01 00:00:00,14.10
1983-04-01 00:00:00,15.10
1983-05-01 00:00:00,23.50
1983-06-01 00:00:00,37.60
1983-07-01 00:00:00,6.90
1983-08-01 00:00:00,7.00
1983-09-01 00:00:00,17.00
1983-10-01 00:00:00,20.30
1983-11-01 00:00:00,10.70
1983-12-01 00:00:00,83.40
1984-01-01 00:00:00,9.30
1984-02-01 00:00:00,13.10
1984-03-01 00:00:00,94.40
1984-04-01 00:00:00,48.90
1984-05-01 00:00:00,58.10
1984-06-01 00:00:00,8.20
1984-07-01 00:00:00,8.50
1984-08-01 00:00:00,12.60
1984-09-01 00:00:00,5.90
1984-10-01 00:00:00,3.60
1984-11-01 00:00:00,10.70
1984-12-01 00:00:00,26.60
1985-01-01 00:00:00,50.30
1985-02-01 00:00:00,100.90
1985-03-01 00:00:00,86.40
1985-04-01 00:00:00,4.00
1985-05-01 00:00:00,54.20
1985-06-01 00:00:00,5.60
1985-07-01 00:00:00,10.10
1985-08-01 00:00:00,11.10
1985-09-01 00:00:00,15.80
1985-10-01 00:00:00,5.30
1985-11-01 00:00:00,4.30
1985-12-01 00:00:00,30.10
1986-01-01 00:00:00,19.70
1986-02-01 00:00:00,7.60
1986-03-01 00:00:00,89.20
1986-04-01 00:00:00,29.50
1986-05-01 00:00:00,11.00
1986-06-01 00:00:00,15.60
1986-07-01 00:00:00,15.40
1986-08-01 00:00:00,17.30
1986-09-01 00:00:00,34.80
1986-10-01 00:00:00,5.40
1986-11-01 00:00:00,29.10
1986-12-01 00:00:00,31.70
1987-01-01 00:00:00,43.40
1987-02-01 00:00:00,68.80
1987-03-01 00:00:00,16.00
1987-04-01 00:00:00,5.00
1987-05-01 00:00:00,34.90
1987-06-01 00:00:00,13.70
1987-07-01 00:00:00,16.90
1987-08-01 00:00:00,11.80
1987-09-01 00:00:00,5.40
1987-10-01 00:00:00,37.30
1987-11-01 00:00:00,3.60
1987-12-01 00:00:00,8.40
1988-01-01 00:00:00,19.70
1988-02-01 00:00:00,84.50
1988-03-01 00:00:00,51.70
1988-04-01 00:00:00,13.00
1988-05-01 00:00:00,7.20
1988-06-01 00:00:00,4.90
1988-07-01 00:00:00,15.70
1988-08-01 00:00:00,8.30
1988-09-01 00:00:00,6.10
1988-10-01 00:00:00,17.50
1988-11-01 00:00:00,18.80
1988-12-01 00:00:00,69.60
1989-01-01 00:00:00,3.40
1989-02-01 00:00:00,41.10
1989-03-01 00:00:00,73.60
1989-04-01 00:00:00,28.10
1989-05-01 00:00:00,45.60
1989-06-01 00:00:00,40.30
1989-07-01 00:00:00,10.40
1989-08-01 00:00:00,33.90
1989-09-01 00:00:00,17.60
1989-10-01 00:00:00,27.70
1989-11-01 00:00:00,71.10
1989-12-01 00:00:00,35.50
1990-01-01 00:00:00,4.45
1990-02-01 00:00:00,29.55
1990-03-01 00:00:00,42.50
1990-04-01 00:00:00,17.75
1990-05-01 00:00:00,38.20
1990-06-01 00:00:00,24.15
1990-07-01 00:00:00,9.30
1990-08-01 00:00:00,21.60
1990-09-01 00:00:00,17.50
1990-10-01 00:00:00,22.50
1990-11-01 00:00:00,46.55
1990-12-01 00:00:00,26.60
1991-01-01 00:00:00,5.50
1991-02-01 00:00:00,18.00
1991-03-01 00:00:00,11.40
1991-04-01 00:00:00,7.40
1991-05-01 00:00:00,30.80
1991-06-01 00:00:00,8.00
1991-07-01 00:00:00,8.20
1991-08-01 00:00:00,9.30
1991-09-01 00:00:00,17.40
1991-10-01 00:00:00,17.30
1991-11-01 00:00:00,22.00
1991-12-01 00:00:00,17.70
1992-01-01 00:00:00,28.40
1992-02-01 00:00:00,73.20
1992-03-01 00:00:00,15.60
1992-04-01 00:00:00,20.00
1992-05-01 00:00:00,4.30
1992-06-01 00:00:00,23.90
1992-07-01 00:00:00,11.10
1992-08-01 00:00:00,5.40
1992-09-01 00:00:00,8.60
1992-10-01 00:00:00,10.40
1992-11-01 00:00:00,28.70
1992-12-01 00:00:00,40.70
1993-01-01 00:00:00,69.40
1993-02-01 00:00:00,40.10
1993-03-01 00:00:00,5.70
1993-04-01 00:00:00,4.80
1993-05-01 00:00:00,41.60
1993-06-01 00:00:00,41.80
1993-07-01 00:00:00,12.20
1993-08-01 00:00:00,7.90
1993-09-01 00:00:00,38.00
1993-10-01 00:00:00,21.30
1993-11-01 00:00:00,203.80
1993-12-01 00:00:00,25.00
1994-01-01 00:00:00,27.50
1994-02-01 00:00:00,2.80
1994-03-01 00:00:00,15.90
1994-04-01 00:00:00,19.80
1994-05-01 00:00:00,40.70
1994-06-01 00:00:00,14.50
1994-07-01 00:00:00,8.80
1994-08-01 00:00:00,18.50
1994-09-01 00:00:00,15.50
1994-10-01 00:00:00,31.10
1994-11-01 00:00:00,64.40
1994-12-01 00:00:00,23.50
1995-01-01 00:00:00,39.40
1995-02-01 00:00:00,11.60
1995-03-01 00:00:00,23.20
1995-04-01 00:00:00,19.80
1995-05-01 00:00:00,13.30
1995-06-01 00:00:00,10.10
1995-07-01 00:00:00,23.00
1995-08-01 00:00:00,11.80
1995-09-01 00:00:00,2.00
1995-10-01 00:00:00,74.20
1995-11-01 00:00:00,12.20
1995-12-01 00:00:00,13.60
1996-01-01 00:00:00,7.40
1996-02-01 00:00:00,8.30
1996-03-01 00:00:00,26.80
1996-04-01 00:00:00,155.50
1996-05-01 00:00:00,26.70
1996-06-01 00:00:00,13.30
1996-07-01 00:00:00,10.40
1996-08-01 00:00:00,14.20
1996-09-01 00:00:00,17.80
1996-10-01 00:00:00,32.20
1996-11-01 00:00:00,31.10
1996-12-01 00:00:00,33.20
1997-01-01 00:00:00,44.70
1997-02-01 00:00:00,31.80
1997-03-01 00:00:00,3.80
1997-04-01 00:00:00,1.30
1997-05-01 00:00:00,6.90
1997-06-01 00:00:00,20.20
1997-07-01 00:00:00,2.80
1997-08-01 00:00:00,5.30
1997-09-01 00:00:00,12.40
1997-10-01 00:00:00,4.00
1997-11-01 00:00:00,8.40
1997-12-01 00:00:00,56.40
1998-01-01 00:00:00,15.30
1998-02-01 00:00:00,10.50
1998-03-01 00:00:00,5.20
1998-04-01 00:00:00,2.30
1998-05-01 00:00:00,37.40
1998-06-01 00:00:00,11.80
1998-07-01 00:00:00,14.70
1998-08-01 00:00:00,14.80
1998-09-01 00:00:00,26.10
1998-10-01 00:00:00,78.50
1998-11-01 00:00:00,85.80
1998-12-01 00:00:00,31.90
1999-01-01 00:00:00,19.80
1999-02-01 00:00:00,88.70
1999-03-01 00:00:00,27.40
1999-04-01 00:00:00,2.20
1999-05-01 00:00:00,13.90
1999-06-01 00:00:00,32.10
1999-07-01 00:00:00,10.00
1999-08-01 00:00:00,25.10
1999-09-01 00:00:00,3.80
1999-10-01 00:00:00,11.20
1999-11-01 00:00:00,20.20
1999-12-01 00:00:00,2.00
2000-01-01 00:00:00,48.60
2000-02-01 00:00:00,11.00
2000-03-01 00:00:00,15.40
2000-04-01 00:00:00,53.50
2000-05-01 00:00:00,32.90
2000-06-01 00:00:00,9.30
2000-07-01 00:00:00,12.90
2000-08-01 00:00:00,8.30
2000-09-01 00:00:00,6.30
2000-10-01 00:00:00,67.00
2000-11-01 00:00:00,15.20
2000-12-01 00:00:00,38.10
2001-01-01 00:00:00,124.80
2001-02-01 00:00:00,30.70
2001-03-01 00:00:00,10.10
2001-04-01 00:00:00,5.40
2001-05-01 00:00:00,6.90
2001-06-01 00:00:00,14.30
2001-07-01 00:00:00,8.50
2001-08-01 00:00:00,15.60
2001-09-01 00:00:00,9.50
2001-10-01 00:00:00,7.10
2001-11-01 00:00:00,14.10
2001-12-01 00:00:00,41.50
2002-01-01 00:00:00,30.20
2002-02-01 00:00:00,13.30
2002-03-01 00:00:00,3.50
2002-04-01 00:00:00,5.70
2002-05-01 00:00:00,15.70
2002-06-01 00:00:00,11.60
2002-07-01 00:00:00,9.60
2002-08-01 00:00:00,3.90
2002-09-01 00:00:00,9.40
2002-10-01 00:00:00,16.60
2002-11-01 00:00:00,34.30
2002-12-01 00:00:00,38.90
2003-01-01 00:00:00,55.50
2003-02-01 00:00:00,71.60
2003-03-01 00:00:00,61.30
2003-04-01 00:00:00,7.20
2003-05-01 00:00:00,77.80
2003-06-01 00:00:00,41.60
2003-07-01 00:00:00,5.00
2003-08-01 00:00:00,9.60
2003-09-01 00:00:00,11.00
2003-10-01 00:00:00,4.20
2003-11-01 00:00:00,9.40
2003-12-01 00:00:00,23.00
2004-01-01 00:00:00,5.50
2004-02-01 00:00:00,14.90
2004-03-01 00:00:00,4.50
2004-04-01 00:00:00,5.50
2004-05-01 00:00:00,47.70
2004-06-01 00:00:00,5.80
2004-07-01 00:00:00,16.50
2004-08-01 00:00:00,15.00
2004-09-01 00:00:00,12.60
2004-10-01 00:00:00,7.70
2004-11-01 00:00:00,17.70
2004-12-01 00:00:00,19.80
2005-01-01 00:00:00,44.90
2005-02-01 00:00:00,18.30
2005-03-01 00:00:00,39.50
2005-04-01 00:00:00,31.20
2005-05-01 00:00:00,97.60
2005-06-01 00:00:00,16.20
2005-07-01 00:00:00,23.70
2005-08-01 00:00:00,13.70
2005-09-01 00:00:00,8.30
2005-10-01 00:00:00,117.40
2005-11-01 00:00:00,34.90
2005-12-01 00:00:00,15.50
2006-01-01 00:00:00,102.20
2006-02-01 00:00:00,77.00
2006-03-01 00:00:00,40.10
2006-04-01 00:00:00,28.30
2006-05-01 00:00:00,12.20
2006-06-01 00:00:00,4.50
2006-07-01 00:00:00,14.70
2006-08-01 00:00:00,36.50
2006-09-01 00:00:00,9.10
2006-10-01 00:00:00,275.40
2006-11-01 00:00:00,63.80
2006-12-01 00:00:00,22.30
2007-01-01 00:00:00,21.50
2007-02-01 00:00:00,54.00
2007-03-01 00:00:00,14.50
2007-04-01 00:00:00,53.00
2007-05-01 00:00:00,37.30
2007-06-01 00:00:00,21.30
2007-07-01 00:00:00,14.30
2007-08-01 00:00:00,19.80
2007-09-01 00:00:00,6.00
2007-10-01 00:00:00,6.90
2007-11-01 00:00:00,36.90
2007-12-01 00:00:00,41.10
2008-01-01 00:00:00,28.30
2008-02-01 00:00:00,21.00
2008-03-01 00:00:00,9.30
2008-04-01 00:00:00,60.40
2008-05-01 00:00:00,18.20
2008-06-01 00:00:00,14.30
2008-07-01 00:00:00,9.60
2008-08-01 00:00:00,13.10
2008-09-01 00:00:00,25.10
2008-10-01 00:00:00,167.50
2008-11-01 00:00:00,15.50
2008-12-01 00:00:00,51.70
2009-01-01 00:00:00,6.90
2009-02-01 00:00:00,13.40
2009-03-01 00:00:00,32.30
2009-04-01 00:00:00,9.10
2009-05-01 00:00:00,6.70
2009-06-01 00:00:00,21.40
2009-07-01 00:00:00,21.10
2009-08-01 00:00:00,30.50
2009-09-01 00:00:00,10.30
2009-10-01 00:00:00,22.60
2009-11-01 00:00:00,21.30
2009-12-01 00:00:00,10.50
2010-01-01 00:00:00,18.30
2010-02-01 00:00:00,13.00
2010-03-01 00:00:00,7.60
2010-04-01 00:00:00,13.00
2010-05-01 00:00:00,57.70
2010-06-01 00:00:00,53.20
2010-07-01 00:00:00,9.00
2010-08-01 00:00:00,17.80
2010-09-01 00:00:00,16.80
2010-10-01 00:00:00,7.80
2010-11-01 00:00:00,11.40
2010-12-01 00:00:00,50.70
