Country Name,CEPALStat ID,ISO,Indicator ID,Indicator Name
Aruba,217,AW,2243,Nivel jerárquico de los Mecanismos para el Adelanto de la Mujer (MAM)
Bahamas,218,BS,5,Crude mortality rate
Bahamas,218,BS,36,"Growth rate of the population, national and by urban and rural areas"
Bahamas,218,BS,37,Total fertility rate
Bahamas,218,BS,39,Crude birth rate
Bahamas,218,BS,41,Maternal mortality ratio
Bahamas,218,BS,43,Average number of inhabitants per physician
Bahamas,218,BS,49,Migration rate
Bahamas,218,BS,54,Hospital beds per inhabitant
Bahamas,218,BS,55,Total expenditure on health as a percentage of gross domestic product
Bahamas,218,BS,97,"Proportion of population using an improved drinking water source, total, urban and rural areas"
Bahamas,218,BS,98,"Proportion of population using an improved sanitation facility, total, urban and rural areas"
Bahamas,218,BS,127,Unemployment rate (ECLAC)
Bahamas,218,BS,164,Proportion of population below minimum level of dietary energy consumption
Bahamas,218,BS,167,Proportion of 1-year-old children immunized against measles
Bahamas,218,BS,174,Prevalence rate associated with tuberculosis
Bahamas,218,BS,176,Proportion of tuberculosis cases detected and cured under directly-observed treatment short courses (DOTS)
Bahamas,218,BS,177,Proportion of births attended by skilled health personnel
Bahamas,218,BS,178,Proportion of seats held by women in national parliament
Bahamas,218,BS,179,Share of women in wage employment in the non-agricultural sector
Bahamas,218,BS,185,"Ratio of girls to boys in primary, secondary and tertiary education"
Bahamas,218,BS,187,Infant mortality rate (IGME)
Bahamas,218,BS,188,Under-five mortality rate (IGME)
Bahamas,218,BS,269,"Population in localities with 20,000 or more, and 100,000 or more inhabitants"
Bahamas,218,BS,295,Population in the main metropolitan area
Bahamas,218,BS,297,Population growth rate in the main metropolitan area
Bahamas,218,BS,357,Death rate associated with tuberculosis
Bahamas,218,BS,364,Total fixed telephone lines subscribers
Bahamas,218,BS,365,Consumer price index
Bahamas,218,BS,391,"Average number of pupils per teacher, by level of education"
Bahamas,218,BS,460,Public expenditure on education
Bahamas,218,BS,467,Physicians
Bahamas,218,BS,468,Hospital beds
Bahamas,218,BS,531,Internet users
Bahamas,218,BS,534,Daily dietary energy consumption in kilocalories per person
Bahamas,218,BS,578,Monthly exports and imports
Bahamas,218,BS,740,Current account balance as a percentage of GDP
Bahamas,218,BS,746,Total external debt as percentage of GDP
Bahamas,218,BS,856,Nominal lending rate
Bahamas,218,BS,857,Nominal deposit rate
Bahamas,218,BS,861,Total external debt
Bahamas,218,BS,862,"Money (M1), end of period"
Bahamas,218,BS,868,"Liquidity (M2), end of period"
Bahamas,218,BS,869,"Broad liquidity (M3), end of period"
Bahamas,218,BS,870,"Currency, end of period"
Bahamas,218,BS,871,"Demand deposits, end of period"
Bahamas,218,BS,872,"Savings deposits, end of period"
Bahamas,218,BS,873,"Time deposits, end period"
Bahamas,218,BS,874,"Foreign currency deposits, end of period"
Bahamas,218,BS,1010,Prison population rate
Bahamas,218,BS,1044,"Port moves, National total (TEU)"
Bahamas,218,BS,1206,Monetary policy rate
Bahamas,218,BS,1343,"Degree of Opennes of the Economy, at current prices"
Bahamas,218,BS,1344,"Externa Debt, at currente prices"
Bahamas,218,BS,1347,Executive power: percentage of women in ministerial cabinet positions
Bahamas,218,BS,1379,HIV prevalence among population aged 15-49 years
Bahamas,218,BS,1381,Fleets of National Flag (thousands of GT)
Bahamas,218,BS,1382,Fleets of National Flag (thousands of DWT)
Bahamas,218,BS,1481,Evolution of national flag fleet by vessel type (thousands of DWT)
Bahamas,218,BS,1499,Total Cellular subscribers
Bahamas,218,BS,1612,"Annual consumer prices index, annual average"
Bahamas,218,BS,1613,"Variations in the consumer prices index, annual average"
Bahamas,218,BS,1615,Implicit GDP deflactor at market prices
Bahamas,218,BS,1629,Net capital inflow and resource transfers
Bahamas,218,BS,1684,"Consumer price index, foods and drinks"
Bahamas,218,BS,1693,Incidence rate associated with Tuberculosis
Bahamas,218,BS,1702,Adolescent birth rate
Bahamas,218,BS,1703,Antenatal care coverage (at least one visit and at least four visits)
Bahamas,218,BS,1707,Grwth rate of GDP per person
Bahamas,218,BS,1739,Irrigated area
Bahamas,218,BS,1740,Area harvested
Bahamas,218,BS,1757,Length of the road network
Bahamas,218,BS,1759,Air traffic
Bahamas,218,BS,1763,ISO 14001-certified enterprises
Bahamas,218,BS,1819,Value of exports of goods and services
Bahamas,218,BS,1820,Value of imports of goods and service
Bahamas,218,BS,1821,Balance on services
Bahamas,218,BS,1822,Ratio of net income to exports of goods and services
Bahamas,218,BS,1823,Net resource transfers
Bahamas,218,BS,1837,Occurrence and impacts of natural disasters
Bahamas,218,BS,1869,Agricultural area
Bahamas,218,BS,2012,Proportion of terrestrial and marine protected areas
Bahamas,218,BS,2013,Proportion of terrestrial protected areas
Bahamas,218,BS,2014,Proportion of marine protected areas
Bahamas,218,BS,2016,Surface area of Ramsar designated wetlands
Bahamas,218,BS,2018,Total marine territorial area
Bahamas,218,BS,2019,Fish capture production
Bahamas,218,BS,2020,Aquaculture production
Bahamas,218,BS,2021,Proportion of land area covered by forest
Bahamas,218,BS,2022,Fertilizer use intensity
Bahamas,218,BS,2027,"Carbon dioxide (CO2) emissions (Total, per capita and per gross domestic product)"
Bahamas,218,BS,2028,Motor-vehicle fleet per capita
Bahamas,218,BS,2029,ISO 14001-certified enterprises per billion dollars of GDP
Bahamas,218,BS,2030,ISO 14001-certified enterprises by economic activities
Bahamas,218,BS,2031,Multilateral environmental agreements
Bahamas,218,BS,2035,Country area
Bahamas,218,BS,2036,Forest area
Bahamas,218,BS,2037,Consumption of all ozone-depleting substances (ODS)
Bahamas,218,BS,2038,Fertilizer consumption
Bahamas,218,BS,2039,Pesticide consumption
Bahamas,218,BS,2047,Motor vehicle-fleet
Bahamas,218,BS,2054,Area of inland waters
Bahamas,218,BS,2061,ODA received in small island developing States (SIDS) as a proportion of their gross national incomes
Bahamas,218,BS,2165,Inbound tourism consumption as a percentage of GDP
Bahamas,218,BS,2166,Outbound tourism consumption as a percentage of GDP
Bahamas,218,BS,2167,Tourism balance as a percentage of GDP
Bahamas,218,BS,2168,International tourism as a percentage of GDP
Bahamas,218,BS,2169,Tourism coverage
Bahamas,218,BS,2170,Inbound tourism consumption as a percentage of the exports of goods
Bahamas,218,BS,2171,Inbound tourism consumption as a percentage of exports of services
Bahamas,218,BS,2172,Inbound tourism consumption as a percentage of exports of goods and services
Bahamas,218,BS,2173,Inbound tourism consumption as a percentage of total current account credits
Bahamas,218,BS,2174,Outbound tourism consumption as a percentage of the imports of goods
Bahamas,218,BS,2175,Outbound tourism consumption as a percentage of the imports of services
Bahamas,218,BS,2176,Outbound tourism consumption as a percentage of the imports of goods and services
Bahamas,218,BS,2177,Outbound tourism consumption as a percentage of total current account debits
Bahamas,218,BS,2179,Nominal exchange rate
Bahamas,218,BS,2181,Trade in Services
Bahamas,218,BS,2203,Total Annual Gross Domestic Product (GDP) at current prices in dolllars
Bahamas,218,BS,2204,Total Annual Gross Domestic Product (GDP) at constant prices in dollars
Bahamas,218,BS,2205,Total Annual Gross Domestic Product (GDP) per capita at current prices in dollars
Bahamas,218,BS,2206,Total Annual Gross Domestic Product (GDP) per capita at constant prices in dollars
Bahamas,218,BS,2207,Rate of growth of Total Annual Gross Domestic Product (GDP) at constant prices
Bahamas,218,BS,2208,Annual Gross Domestic Product (GDP) by expenditure at current prices in dollars
Bahamas,218,BS,2209,Annual Gross Domestic Product (GDP) by expenditure at constant prices in dollars
Bahamas,218,BS,2210,Rate of growth of Annual Gross Domestic Product (GDP) at constant prices
Bahamas,218,BS,2211,Share in Annual Gross Domestic Product (GDP) by expenditure at current prices
Bahamas,218,BS,2212,Share in Annual Gross Domestic Product (GDP) by expenditure at constant prices
Bahamas,218,BS,2213,Annual Gross Domestic Product (GDP) per capita by expenditure at current prices in dollars
Bahamas,218,BS,2214,Annual Gross Domestic Product (GDP) per capita by expenditure at constant prices in dollars
Bahamas,218,BS,2215,Annual Gross Domestic Product (GDP) by activity at current prices
Bahamas,218,BS,2216,Annual Gross Domestic Product (GDP) by activity at constant prices
Bahamas,218,BS,2217,Rate of growth of Annual Gross Domestic Product (GDP) by activity at constant prices
Bahamas,218,BS,2218,Share in Annual Gross Domestic Product (GDP) by activity at current prices
Bahamas,218,BS,2219,Share in Annual Gross Domestic Product (GDP) by activity  at current prices
Bahamas,218,BS,2220,Annual Gross Domestic Product (GDP) per capita by activity at current prices in dollars
Bahamas,218,BS,2221,Annual Gross Domestic Product (GDP) per capita by activity at constant prices in dollars
Bahamas,218,BS,2222,Rate of growth of Total Annual Gross Domestic Product (GDP) per capita at constant prices
Bahamas,218,BS,2242,Países que han firmado y ratificado el Protocolo Facultativo de la Convención sobre la eliminación de todas las formas de discriminación
Bahamas,218,BS,2243,Nivel jerárquico de los Mecanismos para el Adelanto de la Mujer (MAM)
Bahamas,218,BS,2260,Terrestrial and marine protected areas
Bahamas,218,BS,2261,Terrestrial protected areas
Bahamas,218,BS,2262,Protected marine areas
Bahamas,218,BS,2265,Indice de percepciones de corrupción nuevo (Translation in progress ...)
Barbados,219,BB,5,Crude mortality rate
Barbados,219,BB,36,"Growth rate of the population, national and by urban and rural areas"
Barbados,219,BB,37,Total fertility rate
Barbados,219,BB,39,Crude birth rate
Barbados,219,BB,41,Maternal mortality ratio
Barbados,219,BB,43,Average number of inhabitants per physician
Barbados,219,BB,49,Migration rate
Barbados,219,BB,54,Hospital beds per inhabitant
Barbados,219,BB,55,Total expenditure on health as a percentage of gross domestic product
Barbados,219,BB,97,"Proportion of population using an improved drinking water source, total, urban and rural areas"
Barbados,219,BB,98,"Proportion of population using an improved sanitation facility, total, urban and rural areas"
Barbados,219,BB,127,Unemployment rate (ECLAC)
Barbados,219,BB,154,"Occupied dwelling units, by type of facilities available, by urban and rural areas (CELADE)"
Barbados,219,BB,164,Proportion of population below minimum level of dietary energy consumption
Barbados,219,BB,167,Proportion of 1-year-old children immunized against measles
Barbados,219,BB,174,Prevalence rate associated with tuberculosis
Barbados,219,BB,176,Proportion of tuberculosis cases detected and cured under directly-observed treatment short courses (DOTS)
Barbados,219,BB,177,Proportion of births attended by skilled health personnel
Barbados,219,BB,178,Proportion of seats held by women in national parliament
Barbados,219,BB,179,Share of women in wage employment in the non-agricultural sector
Barbados,219,BB,185,"Ratio of girls to boys in primary, secondary and tertiary education"
Barbados,219,BB,187,Infant mortality rate (IGME)
Barbados,219,BB,188,Under-five mortality rate (IGME)
Barbados,219,BB,269,"Population in localities with 20,000 or more, and 100,000 or more inhabitants"
Barbados,219,BB,295,Population in the main metropolitan area
Barbados,219,BB,297,Population growth rate in the main metropolitan area
Barbados,219,BB,357,Death rate associated with tuberculosis
Barbados,219,BB,364,Total fixed telephone lines subscribers
Barbados,219,BB,365,Consumer price index
Barbados,219,BB,391,"Average number of pupils per teacher, by level of education"
Barbados,219,BB,460,Public expenditure on education
Barbados,219,BB,465,"Occupied dwelling units, by type of tenancy, by urban and rural areas (CELADE)"
Barbados,219,BB,467,Physicians
Barbados,219,BB,468,Hospital beds
Barbados,219,BB,531,Internet users
Barbados,219,BB,534,Daily dietary energy consumption in kilocalories per person
Barbados,219,BB,740,Current account balance as a percentage of GDP
Barbados,219,BB,746,Total external debt as percentage of GDP
Barbados,219,BB,856,Nominal lending rate
Barbados,219,BB,857,Nominal deposit rate
Barbados,219,BB,861,Total external debt
Barbados,219,BB,862,"Money (M1), end of period"
Barbados,219,BB,868,"Liquidity (M2), end of period"
Barbados,219,BB,870,"Currency, end of period"
Barbados,219,BB,871,"Demand deposits, end of period"
Barbados,219,BB,872,"Savings deposits, end of period"
Barbados,219,BB,873,"Time deposits, end period"
Barbados,219,BB,1010,Prison population rate
Barbados,219,BB,1043,Total national port moves (TON)
Barbados,219,BB,1044,"Port moves, National total (TEU)"
Barbados,219,BB,1206,Monetary policy rate
Barbados,219,BB,1343,"Degree of Opennes of the Economy, at current prices"
Barbados,219,BB,1344,"Externa Debt, at currente prices"
Barbados,219,BB,1347,Executive power: percentage of women in ministerial cabinet positions
Barbados,219,BB,1379,HIV prevalence among population aged 15-49 years
Barbados,219,BB,1381,Fleets of National Flag (thousands of GT)
Barbados,219,BB,1382,Fleets of National Flag (thousands of DWT)
Barbados,219,BB,1481,Evolution of national flag fleet by vessel type (thousands of DWT)
Barbados,219,BB,1499,Total Cellular subscribers
Barbados,219,BB,1612,"Annual consumer prices index, annual average"
Barbados,219,BB,1613,"Variations in the consumer prices index, annual average"
Barbados,219,BB,1615,Implicit GDP deflactor at market prices
Barbados,219,BB,1629,Net capital inflow and resource transfers
Barbados,219,BB,1684,"Consumer price index, foods and drinks"
Barbados,219,BB,1693,Incidence rate associated with Tuberculosis
Barbados,219,BB,1702,Adolescent birth rate
Barbados,219,BB,1703,Antenatal care coverage (at least one visit and at least four visits)
Barbados,219,BB,1707,Grwth rate of GDP per person
Barbados,219,BB,1739,Irrigated area
Barbados,219,BB,1740,Area harvested
Barbados,219,BB,1754,Consumption of electric power
Barbados,219,BB,1755,Installed capacity for producing electricity
Barbados,219,BB,1757,Length of the road network
Barbados,219,BB,1759,Air traffic
Barbados,219,BB,1763,ISO 14001-certified enterprises
Barbados,219,BB,1819,Value of exports of goods and services
Barbados,219,BB,1820,Value of imports of goods and service
Barbados,219,BB,1821,Balance on services
Barbados,219,BB,1822,Ratio of net income to exports of goods and services
Barbados,219,BB,1823,Net resource transfers
Barbados,219,BB,1837,Occurrence and impacts of natural disasters
Barbados,219,BB,1869,Agricultural area
Barbados,219,BB,1901,Real effective exchange rate index
Barbados,219,BB,2012,Proportion of terrestrial and marine protected areas
Barbados,219,BB,2013,Proportion of terrestrial protected areas
Barbados,219,BB,2014,Proportion of marine protected areas
Barbados,219,BB,2016,Surface area of Ramsar designated wetlands
Barbados,219,BB,2017,Proportion of total water resources used
Barbados,219,BB,2018,Total marine territorial area
Barbados,219,BB,2019,Fish capture production
Barbados,219,BB,2020,Aquaculture production
Barbados,219,BB,2021,Proportion of land area covered by forest
Barbados,219,BB,2022,Fertilizer use intensity
Barbados,219,BB,2023,Energy intensity of gross domestic product
Barbados,219,BB,2024,Proportion of renewable energy supply
Barbados,219,BB,2025,Proportion of non-renewable energy supply
Barbados,219,BB,2027,"Carbon dioxide (CO2) emissions (Total, per capita and per gross domestic product)"
Barbados,219,BB,2028,Motor-vehicle fleet per capita
Barbados,219,BB,2029,ISO 14001-certified enterprises per billion dollars of GDP
Barbados,219,BB,2030,ISO 14001-certified enterprises by economic activities
Barbados,219,BB,2031,Multilateral environmental agreements
Barbados,219,BB,2035,Country area
Barbados,219,BB,2036,Forest area
Barbados,219,BB,2037,Consumption of all ozone-depleting substances (ODS)
Barbados,219,BB,2038,Fertilizer consumption
Barbados,219,BB,2039,Pesticide consumption
Barbados,219,BB,2040,Energy production
Barbados,219,BB,2041,Energy consumption
Barbados,219,BB,2042,Energy supply
Barbados,219,BB,2047,Motor vehicle-fleet
Barbados,219,BB,2061,ODA received in small island developing States (SIDS) as a proportion of their gross national incomes
Barbados,219,BB,2165,Inbound tourism consumption as a percentage of GDP
Barbados,219,BB,2166,Outbound tourism consumption as a percentage of GDP
Barbados,219,BB,2167,Tourism balance as a percentage of GDP
Barbados,219,BB,2168,International tourism as a percentage of GDP
Barbados,219,BB,2169,Tourism coverage
Barbados,219,BB,2170,Inbound tourism consumption as a percentage of the exports of goods
Barbados,219,BB,2171,Inbound tourism consumption as a percentage of exports of services
